iso_code,location,date,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
CYP,Cyprus,2022-09-15,200.2246153846154,74.74846153846154,72.06384615384614
CYP,Cyprus,2022-09-16,200.22923076923078,74.75025641025641,72.06435897435897
CYP,Cyprus,2022-09-17,200.23384615384614,74.75205128205128,72.06487179487179
CYP,Cyprus,2022-09-18,200.23846153846154,74.75384615384615,72.06538461538462
CYP,Cyprus,2022-09-19,200.24307692307693,74.75564102564103,72.06589743589743
CYP,Cyprus,2022-09-20,200.24769230769232,74.7574358974359,72.06641025641025
CYP,Cyprus,2022-09-21,200.25230769230768,74.75923076923077,72.06692307692308
CYP,Cyprus,2022-09-22,200.25692307692307,74.76102564102564,72.06743589743589
CYP,Cyprus,2022-09-23,200.26153846153846,74.76282051282051,72.06794871794871
CYP,Cyprus,2022-09-24,200.26615384615386,74.76461538461538,72.06846153846153
CYP,Cyprus,2022-09-25,200.27076923076922,74.76641025641025,72.06897435897436
CYP,Cyprus,2022-09-26,200.2753846153846,74.76820512820512,72.06948717948717
CYP,Cyprus,2022-09-27,200.28,74.77,72.07
CYP,Cyprus,2022-09-28,200.284,74.77129411764706,72.07035294117647
CYP,Cyprus,2022-09-29,200.288,74.77258823529411,72.07070588235294
CYP,Cyprus,2022-09-30,200.292,74.77388235294117,72.0710588235294
CYP,Cyprus,2022-10-01,200.296,74.77517647058824,72.07141176470587
CYP,Cyprus,2022-10-02,200.3,74.77647058823528,72.07176470588234
CYP,Cyprus,2022-10-03,200.304,74.77776470588235,72.07211764705882
CYP,Cyprus,2022-10-04,200.308,74.77905882352941,72.07247058823529
CYP,Cyprus,2022-10-05,200.312,74.78035294117646,72.07282352941176
CYP,Cyprus,2022-10-06,200.316,74.78164705882352,72.07317647058822
CYP,Cyprus,2022-10-07,200.32,74.78294117647059,72.0735294117647
CYP,Cyprus,2022-10-08,200.324,74.78423529411765,72.07388235294117
CYP,Cyprus,2022-10-09,200.328,74.7855294117647,72.07423529411764
CYP,Cyprus,2022-10-10,200.332,74.78682352941176,72.07458823529412
CYP,Cyprus,2022-10-11,200.336,74.78811764705883,72.07494117647059
CYP,Cyprus,2022-10-12,200.34,74.78941176470587,72.07529411764705
CYP,Cyprus,2022-10-13,200.344,74.79070588235294,72.07564705882352
CYP,Cyprus,2022-10-14,200.348,74.792,72.076
CYP,Cyprus,2022-10-15,200.352,74.79329411764705,72.07635294117647
CYP,Cyprus,2022-10-16,200.356,74.79458823529411,72.07670588235294
CYP,Cyprus,2022-10-17,200.36,74.79588235294118,72.0770588235294
CYP,Cyprus,2022-10-18,200.364,74.79717647058823,72.07741176470587
CYP,Cyprus,2022-10-19,200.368,74.79847058823529,72.07776470588234
CYP,Cyprus,2022-10-20,200.372,74.79976470588235,72.07811764705882
CYP,Cyprus,2022-10-21,200.376,74.8010588235294,72.07847058823529
CYP,Cyprus,2022-10-22,200.38,74.80235294117647,72.07882352941176
CYP,Cyprus,2022-10-23,200.38400000000001,74.80364705882353,72.07917647058822
CYP,Cyprus,2022-10-24,200.388,74.80494117647058,72.0795294117647
CYP,Cyprus,2022-10-25,200.392,74.80623529411764,72.07988235294117
CYP,Cyprus,2022-10-26,200.39600000000002,74.8075294117647,72.08023529411764
CYP,Cyprus,2022-10-27,200.4,74.80882352941175,72.08058823529412
CYP,Cyprus,2022-10-28,200.404,74.81011764705882,72.08094117647059
CYP,Cyprus,2022-10-29,200.40800000000002,74.81141176470588,72.08129411764705
CYP,Cyprus,2022-10-30,200.412,74.81270588235294,72.08164705882352
CYP,Cyprus,2022-10-31,200.416,74.814,72.082
CYP,Cyprus,2022-11-01,200.42000000000002,74.81529411764706,72.08235294117647
CYP,Cyprus,2022-11-02,200.424,74.81658823529412,72.08270588235294
CYP,Cyprus,2022-11-03,200.428,74.81788235294117,72.0830588235294
CYP,Cyprus,2022-11-04,200.43200000000002,74.81917647058823,72.08341176470587
CYP,Cyprus,2022-11-05,200.436,74.8204705882353,72.08376470588234
CYP,Cyprus,2022-11-06,200.44,74.82176470588234,72.08411764705882
CYP,Cyprus,2022-11-07,200.44400000000002,74.82305882352941,72.08447058823529
CYP,Cyprus,2022-11-08,200.448,74.82435294117647,72.08482352941176
CYP,Cyprus,2022-11-09,200.452,74.82564705882352,72.08517647058822
CYP,Cyprus,2022-11-10,200.456,74.82694117647058,72.0855294117647
CYP,Cyprus,2022-11-11,200.46,74.82823529411765,72.08588235294117
CYP,Cyprus,2022-11-12,200.464,74.8295294117647,72.08623529411764
CYP,Cyprus,2022-11-13,200.468,74.83082352941176,72.08658823529412
CYP,Cyprus,2022-11-14,200.472,74.83211764705882,72.08694117647059
CYP,Cyprus,2022-11-15,200.476,74.83341176470587,72.08729411764705
CYP,Cyprus,2022-11-16,200.48,74.83470588235294,72.08764705882352
CYP,Cyprus,2022-11-17,200.484,74.836,72.088
CYP,Cyprus,2022-11-18,200.488,74.83729411764705,72.08835294117647
CYP,Cyprus,2022-11-19,200.492,74.83858823529411,72.08870588235294
CYP,Cyprus,2022-11-20,200.496,74.83988235294117,72.0890588235294
CYP,Cyprus,2022-11-21,200.5,74.84117647058824,72.08941176470587
CYP,Cyprus,2022-11-22,200.504,74.84247058823529,72.08976470588235
CYP,Cyprus,2022-11-23,200.508,74.84376470588235,72.09011764705882
CYP,Cyprus,2022-11-24,200.512,74.84505882352941,72.09047058823529
CYP,Cyprus,2022-11-25,200.516,74.84635294117646,72.09082352941176
CYP,Cyprus,2022-11-26,200.52,74.84764705882353,72.09117647058822
CYP,Cyprus,2022-11-27,200.524,74.84894117647059,72.0915294117647
CYP,Cyprus,2022-11-28,200.528,74.85023529411764,72.09188235294117
CYP,Cyprus,2022-11-29,200.532,74.8515294117647,72.09223529411764
CYP,Cyprus,2022-11-30,200.536,74.85282352941176,72.09258823529412
CYP,Cyprus,2022-12-01,200.54,74.85411764705881,72.09294117647059
CYP,Cyprus,2022-12-02,200.544,74.85541176470588,72.09329411764705
CYP,Cyprus,2022-12-03,200.548,74.85670588235294,72.09364705882352
CYP,Cyprus,2022-12-04,200.552,74.85799999999999,72.094
CYP,Cyprus,2022-12-05,200.556,74.85929411764705,72.09435294117647
CYP,Cyprus,2022-12-06,200.56,74.86058823529412,72.09470588235294
CYP,Cyprus,2022-12-07,200.564,74.86188235294117,72.0950588235294
CYP,Cyprus,2022-12-08,200.568,74.86317647058823,72.09541176470587
CYP,Cyprus,2022-12-09,200.572,74.86447058823529,72.09576470588235
CYP,Cyprus,2022-12-10,200.576,74.86576470588234,72.09611764705882
CYP,Cyprus,2022-12-11,200.58,74.8670588235294,72.09647058823529
CYP,Cyprus,2022-12-12,200.584,74.86835294117647,72.09682352941176
CYP,Cyprus,2022-12-13,200.588,74.86964705882353,72.09717647058822
CYP,Cyprus,2022-12-14,200.592,74.87094117647058,72.0975294117647
CYP,Cyprus,2022-12-15,200.596,74.87223529411764,72.09788235294117
CYP,Cyprus,2022-12-16,200.6,74.87352941176471,72.09823529411764
CYP,Cyprus,2022-12-17,200.604,74.87482352941176,72.09858823529412
CYP,Cyprus,2022-12-18,200.608,74.87611764705882,72.09894117647059
CYP,Cyprus,2022-12-19,200.612,74.87741176470588,72.09929411764705
CYP,Cyprus,2022-12-20,200.616,74.87870588235293,72.09964705882352
CYP,Cyprus,2022-12-21,200.62,74.88,72.1
CYP,Cyprus,2022-12-22,200.62,74.88,72.1
CYP,Cyprus,2022-12-23,200.62,74.88,72.1
CYP,Cyprus,2022-12-24,200.62,74.88,72.1
CYP,Cyprus,2022-12-25,200.62,74.88,72.1
CYP,Cyprus,2022-12-26,200.62,74.88,72.1
CYP,Cyprus,2022-12-27,200.62,74.88,72.1
CYP,Cyprus,2022-12-28,200.62,74.88,72.1
CYP,Cyprus,2022-12-29,200.62,74.88,72.1
CYP,Cyprus,2022-12-30,200.62,74.88,72.1
CYP,Cyprus,2022-12-31,200.62,74.88,72.1
CYP,Cyprus,2023-01-01,200.62,74.88,72.1
CYP,Cyprus,2023-01-02,200.62,74.88,72.1
CYP,Cyprus,2023-01-03,200.62,74.88,72.1
CYP,Cyprus,2023-01-04,200.62,74.88,72.1
CYP,Cyprus,2023-01-05,200.62,74.88,72.1
CZE,Czechia,2020-03-01,0.01,0.01,0
CZE,Czechia,2020-03-02,0.01,0.01,0
CZE,Czechia,2020-03-03,0.01,0.01,0
CZE,Czechia,2020-03-04,0.01,0.01,0
CZE,Czechia,2020-03-05,0.01,0.01,0
CZE,Czechia,2020-03-06,0.01,0.01,0
CZE,Czechia,2020-03-07,0.01,0.01,0
CZE,Czechia,2020-03-08,0.01,0.01,0
CZE,Czechia,2020-03-09,0.01,0.01,0
CZE,Czechia,2020-03-10,0.01,0.01,0
CZE,Czechia,2020-03-11,0.01,0.01,0
CZE,Czechia,2020-03-12,0.01,0.01,0
CZE,Czechia,2020-03-13,0.01,0.01,0
CZE,Czechia,2020-03-14,0.01,0.01,0
CZE,Czechia,2020-03-15,0.01,0.01,0
CZE,Czechia,2020-03-16,0.01,0.01,0
CZE,Czechia,2020-03-17,0.01,0.01,0
CZE,Czechia,2020-03-18,0.01,0.01,0
CZE,Czechia,2020-03-19,0.01,0.01,0
CZE,Czechia,2020-03-20,0.01,0.01,0
CZE,Czechia,2020-03-21,0.01,0.01,0
CZE,Czechia,2020-03-22,0.01,0.01,0
CZE,Czechia,2020-03-23,0.01,0.01,0
CZE,Czechia,2020-03-24,0.01,0.01,0
CZE,Czechia,2020-03-25,0.01,0.01,0
CZE,Czechia,2020-03-26,0.01,0.01,0
CZE,Czechia,2020-03-27,0.01,0.01,0
CZE,Czechia,2020-03-28,0.01,0.01,0
CZE,Czechia,2020-03-29,0.01,0.01,0
CZE,Czechia,2020-03-30,0.01,0.01,0
CZE,Czechia,2020-03-31,0.01,0.01,0
CZE,Czechia,2020-04-01,0.01,0.01,0
CZE,Czechia,2020-04-02,0.01,0.01,0
CZE,Czechia,2020-04-03,0.01,0.01,0
CZE,Czechia,2020-04-04,0.01,0.01,0
CZE,Czechia,2020-04-05,0.01,0.01,0
CZE,Czechia,2020-04-06,0.01,0.01,0
CZE,Czechia,2020-04-07,0.01,0.01,0
CZE,Czechia,2020-04-08,0.01,0.01,0
CZE,Czechia,2020-04-09,0.01,0.01,0
CZE,Czechia,2020-04-10,0.01,0.01,0
CZE,Czechia,2020-04-11,0.01,0.01,0
CZE,Czechia,2020-04-12,0.01,0.01,0
CZE,Czechia,2020-04-13,0.01,0.01,0
CZE,Czechia,2020-04-14,0.01,0.01,0
CZE,Czechia,2020-04-15,0.01,0.01,0
CZE,Czechia,2020-04-16,0.01,0.01,0
CZE,Czechia,2020-04-17,0.01,0.01,0
CZE,Czechia,2020-04-18,0.01,0.01,0
CZE,Czechia,2020-04-19,0.01,0.01,0
CZE,Czechia,2020-04-20,0.01,0.01,0
CZE,Czechia,2020-04-21,0.01,0.01,0
CZE,Czechia,2020-04-22,0.01,0.01,0
CZE,Czechia,2020-04-23,0.01,0.01,0
CZE,Czechia,2020-04-24,0.01,0.01,0
CZE,Czechia,2020-04-25,0.01,0.01,0
CZE,Czechia,2020-04-26,0.01,0.01,0
CZE,Czechia,2020-04-27,0.01,0.01,0
CZE,Czechia,2020-04-28,0.01,0.01,0
CZE,Czechia,2020-04-29,0.01,0.01,0
CZE,Czechia,2020-04-30,0.01,0.01,0
CZE,Czechia,2020-05-01,0.01,0.01,0
CZE,Czechia,2020-05-02,0.01,0.01,0
CZE,Czechia,2020-05-03,0.01,0.01,0
CZE,Czechia,2020-05-04,0.01,0.01,0
CZE,Czechia,2020-05-05,0.01,0.01,0
CZE,Czechia,2020-05-06,0.01,0.01,0
CZE,Czechia,2020-05-07,0.01,0.01,0
CZE,Czechia,2020-05-08,0.01,0.01,0
CZE,Czechia,2020-05-09,0.01,0.01,0
CZE,Czechia,2020-05-10,0.01,0.01,0
CZE,Czechia,2020-05-11,0.01,0.01,0
CZE,Czechia,2020-05-12,0.01,0.01,0
CZE,Czechia,2020-05-13,0.01,0.01,0
CZE,Czechia,2020-05-14,0.01,0.01,0
CZE,Czechia,2020-05-15,0.01,0.01,0
CZE,Czechia,2020-05-16,0.01,0.01,0
CZE,Czechia,2020-05-17,0.01,0.01,0
CZE,Czechia,2020-05-18,0.01,0.01,0
CZE,Czechia,2020-05-19,0.01,0.01,0
CZE,Czechia,2020-05-20,0.01,0.01,0
CZE,Czechia,2020-05-21,0.01,0.01,0
CZE,Czechia,2020-05-22,0.01,0.01,0
CZE,Czechia,2020-05-23,0.01,0.01,0
CZE,Czechia,2020-05-24,0.01,0.01,0
CZE,Czechia,2020-05-25,0.01,0.01,0
CZE,Czechia,2020-05-26,0.01,0.01,0
CZE,Czechia,2020-05-27,0.01,0.01,0
CZE,Czechia,2020-05-28,0.01,0.01,0
CZE,Czechia,2020-05-29,0.01,0.01,0
CZE,Czechia,2020-05-30,0.01,0.01,0
CZE,Czechia,2020-05-31,0.01,0.01,0
CZE,Czechia,2020-06-01,0.01,0.01,0
CZE,Czechia,2020-06-02,0.01,0.01,0
CZE,Czechia,2020-06-03,0.01,0.01,0
CZE,Czechia,2020-06-04,0.01,0.01,0
CZE,Czechia,2020-06-05,0.01,0.01,0
CZE,Czechia,2020-06-06,0.01,0.01,0
CZE,Czechia,2020-06-07,0.01,0.01,0
CZE,Czechia,2020-06-08,0.01,0.01,0
CZE,Czechia,2020-06-09,0.01,0.01,0
CZE,Czechia,2020-06-10,0.01,0.01,0
CZE,Czechia,2020-06-11,0.01,0.01,0
CZE,Czechia,2020-06-12,0.01,0.01,0
CZE,Czechia,2020-06-13,0.01,0.01,0
CZE,Czechia,2020-06-14,0.01,0.01,0
CZE,Czechia,2020-06-15,0.01,0.01,0
CZE,Czechia,2020-06-16,0.01,0.01,0
CZE,Czechia,2020-06-17,0.01,0.01,0
CZE,Czechia,2020-06-18,0.01,0.01,0
CZE,Czechia,2020-06-19,0.01,0.01,0
CZE,Czechia,2020-06-20,0.01,0.01,0
CZE,Czechia,2020-06-21,0.01,0.01,0
CZE,Czechia,2020-06-22,0.01,0.01,0
CZE,Czechia,2020-06-23,0.01,0.01,0
CZE,Czechia,2020-06-24,0.01,0.01,0
CZE,Czechia,2020-06-25,0.01,0.01,0
CZE,Czechia,2020-06-26,0.01,0.01,0
CZE,Czechia,2020-06-27,0.01,0.01,0
CZE,Czechia,2020-06-28,0.01,0.01,0
CZE,Czechia,2020-06-29,0.01,0.01,0
CZE,Czechia,2020-06-30,0.01,0.01,0
CZE,Czechia,2020-07-01,0.01,0.01,0
CZE,Czechia,2020-07-02,0.01,0.01,0
CZE,Czechia,2020-07-03,0.01,0.01,0
CZE,Czechia,2020-07-04,0.01,0.01,0
CZE,Czechia,2020-07-05,0.01,0.01,0
CZE,Czechia,2020-07-06,0.01,0.01,0
CZE,Czechia,2020-07-07,0.01,0.01,0
CZE,Czechia,2020-07-08,0.01,0.01,0
CZE,Czechia,2020-07-09,0.01,0.01,0
CZE,Czechia,2020-07-10,0.01,0.01,0
CZE,Czechia,2020-07-11,0.01,0.01,0
CZE,Czechia,2020-07-12,0.01,0.01,0
CZE,Czechia,2020-07-13,0.01,0.01,0
CZE,Czechia,2020-07-14,0.01,0.01,0
CZE,Czechia,2020-07-15,0.01,0.01,0
CZE,Czechia,2020-07-16,0.01,0.01,0
CZE,Czechia,2020-07-17,0.01,0.01,0
CZE,Czechia,2020-07-18,0.01,0.01,0
CZE,Czechia,2020-07-19,0.01,0.01,0
CZE,Czechia,2020-07-20,0.01,0.01,0
CZE,Czechia,2020-07-21,0.01,0.01,0
CZE,Czechia,2020-07-22,0.01,0.01,0
CZE,Czechia,2020-07-23,0.01,0.01,0
CZE,Czechia,2020-07-24,0.01,0.01,0
CZE,Czechia,2020-07-25,0.01,0.01,0
CZE,Czechia,2020-07-26,0.01,0.01,0
CZE,Czechia,2020-07-27,0.01,0.01,0
CZE,Czechia,2020-07-28,0.01,0.01,0
CZE,Czechia,2020-07-29,0.01,0.01,0
CZE,Czechia,2020-07-30,0.01,0.01,0
CZE,Czechia,2020-07-31,0.01,0.01,0
CZE,Czechia,2020-08-01,0.01,0.01,0
CZE,Czechia,2020-08-02,0.01,0.01,0
CZE,Czechia,2020-08-03,0.01,0.01,0
CZE,Czechia,2020-08-04,0.01,0.01,0
CZE,Czechia,2020-08-05,0.01,0.01,0
CZE,Czechia,2020-08-06,0.01,0.01,0
CZE,Czechia,2020-08-07,0.01,0.01,0
CZE,Czechia,2020-08-08,0.01,0.01,0
CZE,Czechia,2020-08-09,0.01,0.01,0
CZE,Czechia,2020-08-10,0.01,0.01,0
CZE,Czechia,2020-08-11,0.01,0.01,0
CZE,Czechia,2020-08-12,0.01,0.01,0
CZE,Czechia,2020-08-13,0.01,0.01,0
CZE,Czechia,2020-08-14,0.01,0.01,0
CZE,Czechia,2020-08-15,0.01,0.01,0
CZE,Czechia,2020-08-16,0.01,0.01,0
CZE,Czechia,2020-08-17,0.01,0.01,0
CZE,Czechia,2020-08-18,0.01,0.01,0
CZE,Czechia,2020-08-19,0.01,0.01,0
CZE,Czechia,2020-08-20,0.01,0.01,0
CZE,Czechia,2020-08-21,0.01,0.01,0
CZE,Czechia,2020-08-22,0.01,0.01,0
CZE,Czechia,2020-08-23,0.01,0.01,0
CZE,Czechia,2020-08-24,0.01,0.01,0
CZE,Czechia,2020-08-25,0.01,0.01,0
CZE,Czechia,2020-08-26,0.01,0.01,0
CZE,Czechia,2020-08-27,0.01,0.01,0
CZE,Czechia,2020-08-28,0.01,0.01,0
CZE,Czechia,2020-08-29,0.01,0.01,0
CZE,Czechia,2020-08-30,0.01,0.01,0
CZE,Czechia,2020-08-31,0.01,0.01,0
CZE,Czechia,2020-09-01,0.01,0.01,0
CZE,Czechia,2020-09-02,0.01,0.01,0
CZE,Czechia,2020-09-03,0.01,0.01,0
CZE,Czechia,2020-09-04,0.01,0.01,0
CZE,Czechia,2020-09-05,0.01,0.01,0
CZE,Czechia,2020-09-06,0.01,0.01,0
CZE,Czechia,2020-09-07,0.01,0.01,0
CZE,Czechia,2020-09-08,0.01,0.01,0
CZE,Czechia,2020-09-09,0.01,0.01,0
CZE,Czechia,2020-09-10,0.01,0.01,0
CZE,Czechia,2020-09-11,0.01,0.01,0
CZE,Czechia,2020-09-12,0.01,0.01,0
CZE,Czechia,2020-09-13,0.01,0.01,0
CZE,Czechia,2020-09-14,0.01,0.01,0
CZE,Czechia,2020-09-15,0.01,0.01,0
CZE,Czechia,2020-09-16,0.01,0.01,0
CZE,Czechia,2020-09-17,0.01,0.01,0
CZE,Czechia,2020-09-18,0.01,0.01,0
CZE,Czechia,2020-09-19,0.01,0.01,0
CZE,Czechia,2020-09-20,0.01,0.01,0
CZE,Czechia,2020-09-21,0.01,0.01,0
CZE,Czechia,2020-09-22,0.01,0.01,0
CZE,Czechia,2020-09-23,0.01,0.01,0
CZE,Czechia,2020-09-24,0.01,0.01,0
CZE,Czechia,2020-09-25,0.01,0.01,0
CZE,Czechia,2020-09-26,0.01,0.01,0
CZE,Czechia,2020-09-27,0.01,0.01,0
CZE,Czechia,2020-09-28,0.01,0.01,0
CZE,Czechia,2020-09-29,0.01,0.01,0
CZE,Czechia,2020-09-30,0.01,0.01,0
CZE,Czechia,2020-10-01,0.01,0.01,0
CZE,Czechia,2020-10-02,0.01,0.01,0
CZE,Czechia,2020-10-03,0.01,0.01,0
CZE,Czechia,2020-10-04,0.01,0.01,0
CZE,Czechia,2020-10-05,0.01,0.01,0
CZE,Czechia,2020-10-06,0.01,0.01,0
CZE,Czechia,2020-10-07,0.01,0.01,0
CZE,Czechia,2020-10-08,0.01,0.01,0
CZE,Czechia,2020-10-09,0.01,0.01,0
CZE,Czechia,2020-10-10,0.01,0.01,0
CZE,Czechia,2020-10-11,0.01,0.01,0
CZE,Czechia,2020-10-12,0.01,0.01,0
CZE,Czechia,2020-10-13,0.01,0.01,0
CZE,Czechia,2020-10-14,0.01,0.01,0
CZE,Czechia,2020-10-15,0.01,0.01,0
CZE,Czechia,2020-10-16,0.01,0.01,0
CZE,Czechia,2020-10-17,0.01,0.01,0
CZE,Czechia,2020-10-18,0.01,0.01,0
CZE,Czechia,2020-10-19,0.01,0.01,0
CZE,Czechia,2020-10-20,0.01,0.01,0
CZE,Czechia,2020-10-21,0.01,0.01,0
CZE,Czechia,2020-10-22,0.01,0.01,0
CZE,Czechia,2020-10-23,0.01,0.01,0
CZE,Czechia,2020-10-24,0.01,0.01,0
CZE,Czechia,2020-10-25,0.01,0.01,0
CZE,Czechia,2020-10-26,0.01,0.01,0
CZE,Czechia,2020-10-27,0.01,0.01,0
CZE,Czechia,2020-10-28,0.01,0.01,0
CZE,Czechia,2020-10-29,0.01,0.01,0
CZE,Czechia,2020-10-30,0.01,0.01,0
CZE,Czechia,2020-10-31,0.01,0.01,0
CZE,Czechia,2020-11-01,0.01,0.01,0
CZE,Czechia,2020-11-02,0.01,0.01,0
CZE,Czechia,2020-11-03,0.01,0.01,0
CZE,Czechia,2020-11-04,0.01,0.01,0
CZE,Czechia,2020-11-05,0.01,0.01,0
CZE,Czechia,2020-11-06,0.01,0.01,0
CZE,Czechia,2020-11-07,0.01,0.01,0
CZE,Czechia,2020-11-08,0.01,0.01,0
CZE,Czechia,2020-11-09,0.01,0.01,0
CZE,Czechia,2020-11-10,0.01,0.01,0
CZE,Czechia,2020-11-11,0.01,0.01,0
CZE,Czechia,2020-11-12,0.01,0.01,0
CZE,Czechia,2020-11-13,0.01,0.01,0
CZE,Czechia,2020-11-14,0.01,0.01,0
CZE,Czechia,2020-11-15,0.01,0.01,0
CZE,Czechia,2020-11-16,0.01,0.01,0
CZE,Czechia,2020-11-17,0.01,0.01,0
CZE,Czechia,2020-11-18,0.01,0.01,0
CZE,Czechia,2020-11-19,0.01,0.01,0
CZE,Czechia,2020-11-20,0.01,0.01,0
CZE,Czechia,2020-11-21,0.01,0.01,0
CZE,Czechia,2020-11-22,0.01,0.01,0
CZE,Czechia,2020-11-23,0.01,0.01,0
CZE,Czechia,2020-11-24,0.01,0.01,0
CZE,Czechia,2020-11-25,0.01,0.01,0
CZE,Czechia,2020-11-26,0.01,0.01,0
CZE,Czechia,2020-11-27,0.01,0.01,0
CZE,Czechia,2020-11-28,0.01,0.01,0
CZE,Czechia,2020-11-29,0.01,0.01,0
CZE,Czechia,2020-11-30,0.01,0.01,0
CZE,Czechia,2020-12-01,0.01,0.01,0
CZE,Czechia,2020-12-02,0.01,0.01,0
CZE,Czechia,2020-12-03,0.01,0.01,0
CZE,Czechia,2020-12-04,0.01,0.01,0
CZE,Czechia,2020-12-05,0.01,0.01,0
CZE,Czechia,2020-12-06,0.01,0.01,0
CZE,Czechia,2020-12-07,0.01,0.01,0
CZE,Czechia,2020-12-08,0.01,0.01,0
CZE,Czechia,2020-12-09,0.01,0.01,0
CZE,Czechia,2020-12-10,0.01,0.01,0
CZE,Czechia,2020-12-11,0.01,0.01,0
CZE,Czechia,2020-12-12,0.01,0.01,0
CZE,Czechia,2020-12-13,0.01,0.01,0
CZE,Czechia,2020-12-14,0.01,0.01,0
CZE,Czechia,2020-12-15,0.01,0.01,0
CZE,Czechia,2020-12-16,0.01,0.01,0
CZE,Czechia,2020-12-17,0.01,0.01,0
CZE,Czechia,2020-12-18,0.01,0.01,0
CZE,Czechia,2020-12-19,0.01,0.01,0
CZE,Czechia,2020-12-20,0.01,0.01,0
CZE,Czechia,2020-12-21,0.01,0.01,0
CZE,Czechia,2020-12-22,0.01,0.01,0
CZE,Czechia,2020-12-23,0.01,0.01,0
CZE,Czechia,2020-12-24,0.01,0.01,0
CZE,Czechia,2020-12-25,0.01,0.01,0
CZE,Czechia,2020-12-26,0.01,0.01,0
CZE,Czechia,2020-12-27,0.01,0.01,0
CZE,Czechia,2020-12-28,0.03,0.03,0
CZE,Czechia,2020-12-29,0.07,0.07,0
CZE,Czechia,2020-12-30,0.1,0.1,0
CZE,Czechia,2020-12-31,0.11,0.11,0
CZE,Czechia,2021-01-01,0.12,0.12,0
CZE,Czechia,2021-01-02,0.13,0.13,0
CZE,Czechia,2021-01-03,0.14,0.14,0
CZE,Czechia,2021-01-04,0.17,0.17,0
CZE,Czechia,2021-01-05,0.21,0.21,0
CZE,Czechia,2021-01-06,0.27,0.27,0
CZE,Czechia,2021-01-07,0.35,0.35,0
CZE,Czechia,2021-01-08,0.44,0.44,0
CZE,Czechia,2021-01-09,0.46,0.46,0
CZE,Czechia,2021-01-10,0.48,0.48,0
CZE,Czechia,2021-01-11,0.57,0.57,0
CZE,Czechia,2021-01-12,0.7,0.7,0
CZE,Czechia,2021-01-13,0.83,0.83,0
CZE,Czechia,2021-01-14,0.97,0.97,0
CZE,Czechia,2021-01-15,1.11,1.11,0
CZE,Czechia,2021-01-16,1.14,1.14,0
CZE,Czechia,2021-01-17,1.17,1.16,0.01
CZE,Czechia,2021-01-18,1.31,1.28,0.02
CZE,Czechia,2021-01-19,1.45,1.4,0.05
CZE,Czechia,2021-01-20,1.61,1.53,0.08
CZE,Czechia,2021-01-21,1.77,1.68,0.09
CZE,Czechia,2021-01-22,1.93,1.82,0.1
CZE,Czechia,2021-01-23,1.97,1.86,0.11
CZE,Czechia,2021-01-24,2,1.88,0.12
CZE,Czechia,2021-01-25,2.12,1.97,0.15
CZE,Czechia,2021-01-26,2.25,2.07,0.18
CZE,Czechia,2021-01-27,2.38,2.16,0.23
CZE,Czechia,2021-01-28,2.51,2.22,0.29
CZE,Czechia,2021-01-29,2.64,2.28,0.36
CZE,Czechia,2021-01-30,2.66,2.29,0.37
CZE,Czechia,2021-01-31,2.68,2.3,0.38
CZE,Czechia,2021-02-01,2.79,2.33,0.46
CZE,Czechia,2021-02-02,2.93,2.37,0.56
CZE,Czechia,2021-02-03,3.08,2.42,0.66
CZE,Czechia,2021-02-04,3.25,2.46,0.78
CZE,Czechia,2021-02-05,3.4,2.52,0.89
CZE,Czechia,2021-02-06,3.43,2.52,0.91
CZE,Czechia,2021-02-07,3.46,2.53,0.93
CZE,Czechia,2021-02-08,3.61,2.57,1.04
CZE,Czechia,2021-02-09,3.77,2.62,1.15
CZE,Czechia,2021-02-10,3.95,2.67,1.28
CZE,Czechia,2021-02-11,4.17,2.73,1.44
CZE,Czechia,2021-02-12,4.37,2.8,1.58
CZE,Czechia,2021-02-13,4.42,2.81,1.6
CZE,Czechia,2021-02-14,4.44,2.82,1.62
CZE,Czechia,2021-02-15,4.59,2.88,1.71
CZE,Czechia,2021-02-16,4.76,2.97,1.79
CZE,Czechia,2021-02-17,4.93,3.06,1.87
CZE,Czechia,2021-02-18,5.12,3.18,1.95
CZE,Czechia,2021-02-19,5.31,3.29,2.02
CZE,Czechia,2021-02-20,5.34,3.31,2.03
CZE,Czechia,2021-02-21,5.36,3.32,2.04
CZE,Czechia,2021-02-22,5.51,3.42,2.1
CZE,Czechia,2021-02-23,5.7,3.54,2.16
CZE,Czechia,2021-02-24,5.89,3.67,2.22
CZE,Czechia,2021-02-25,6.12,3.84,2.27
CZE,Czechia,2021-02-26,6.32,4,2.33
CZE,Czechia,2021-02-27,6.36,4.02,2.33
CZE,Czechia,2021-02-28,6.38,4.05,2.34
CZE,Czechia,2021-03-01,6.6,4.23,2.37
CZE,Czechia,2021-03-02,6.9,4.49,2.4
CZE,Czechia,2021-03-03,7.23,4.79,2.45
CZE,Czechia,2021-03-04,7.6,5.1,2.49
CZE,Czechia,2021-03-05,7.92,5.38,2.54
CZE,Czechia,2021-03-06,8.05,5.5,2.55
CZE,Czechia,2021-03-07,8.16,5.61,2.56
CZE,Czechia,2021-03-08,8.49,5.89,2.6
CZE,Czechia,2021-03-09,8.9,6.23,2.67
CZE,Czechia,2021-03-10,9.36,6.63,2.73
